REF NO,DISTRICT,UPAZILA,ORGANIZATION_NAME,EIIN
2122,Gazipur,Sreepur,POTABARI ADARSHA HIGH SCHOOL,109328
2123,Gazipur,Sreepur,ALHAZ DHANAI BAPARI HIGH SCHOOL,109329
2124,Gazipur,Sreepur,ALHAZZ MOSLEH UDDIN HIGH SCHOOL,109330
2125,Gazipur,Sreepur,BROTOPA AFSAR UDDIN HIGH SCHOOL,109331
2126,Gazipur,Sreepur,GOSINGA HIGH SCHOOL,109333
2127,Gazipur,Sreepur,BHAWAL RAJABARI HIGH SCHOL,109336
2128,Gazipur,Sreepur,BARMI BAZAR HIGH SCHOOL,109338
2129,Gazipur,Sreepur,MAWNA ML HIGH SCHOOL,109339
2130,Gazipur,Sreepur,PROTAPPUR HIGH SCHOOL,109342
2131,Gazipur,Sreepur,KAWRAID KN HIGH SCHOOL,109343
2132,Gazipur,Sreepur,BARMI UNION HIGH SCHOOL,109345
2133,Gazipur,Sreepur,ALHAJ NOWAB ALI ADARSHA HIGH SCHOOL,109350
2134,Gazipur,Sreepur,BHITITPARA KHK HIGH SCHOOL,109352
2135,Gazipur,Sreepur,IZZATPUR HIGH SCHOOL,109353
2136,Gazipur,Sreepur,TELEHATI HIGH SCHOOL,109354
2137,Gazipur,Sreepur,LATIFPUR HIGH SCHOOL,109355
2138,Gazipur,Sreepur,FAWGAN HIGH SCHOOL,109356
2139,Gazipur,Sreepur,HAZI AVDUL KADER PRODHAN HIGH SCHOOL,109357
2140,Gazipur,Sreepur,CHINA SUKHANIA HIGH SCHOOL,109360
2141,Gazipur,Sreepur,BAWNI GIRLS HIGH SCHOOL,109361
2142,Gazipur,Sreepur,DHALADIA HIGH SCHOOL,109363
2143,Gazipur,Sreepur,TAPIRBARI HIGH SCHOOL,109364
2144,Gazipur,Sreepur,DAHNUA ASARSHA HIGH SCHOOL,109368
2145,Gazipur,Sreepur,DAMLI HIGH SCHOOL,109369
2146,Gazipur,Sreepur,NIJMAWNA HIGH SCHOOL,109371
2147,Gazipur,Sreepur,KHOJEKHANI GIRLS HIGH SCHOOL,109374
2148,Gazipur,Sreepur,DIGIRCHALA HIGH SCHOOL,109375
2149,Gazipur,Sreepur,BASHKOPA HIGH SCHOOL,109376
2150,Gazipur,Sreepur,NANAYA HIGH SCHOOL,109378
2151,Gazipur,Sreepur,TAPIRBARI ANSER HIGH SCHOOL,109379
2152,Gazipur,Sreepur,SREEPUR PILOT GIRLS HIGH SCHOOL,109380
2153,Gazipur,Sreepur,GAZIPUR FAZIL MADRASHA,109381
2154,Gazipur,Sreepur,KEWA KD GIRLS FAZIL MADRASHA,109386
2155,Gazipur,Sreepur,GOSINGA ALIM MADRASHA,109387
2156,Gazipur,Sreepur,SAITALIA DAKHIL MADRASHA,109391
2157,Gazipur,Sreepur,GAZARIA M DAKHIL MADRASHA,109393
2158,Gazipur,Sreepur,POTKA DAKHIL MARASHA,109394
2159,Gazipur,Sreepur,CHOKPARA HAZI NAZIBULLAH DAKHIL MADRSHA,109397
2160,Gazipur,Sreepur,NIMURIA ISLAMIA DAKHIL MADRASHA,109402
2161,Gazipur,Sreepur,MORCHARCHALA ISLAMIA DAKHIL MADRASHA,109404
2162,Gazipur,Sreepur,KHILPARA GIRLS DAKHIL MAFRASHA,109405
2163,Gazipur,Sreepur,GALDAPARA REAJ UDDIN DAKHIL MADRASHA,109408
2164,Gazipur,Sreepur,DHANUA KACARIPARA ANH DAKHIL MADRASHA,109409
2165,Gazipur,Sreepur,BARAMA GIRLS DAKHIL MADRASHA,109411
2166,Gazipur,Sreepur,NADIA SHANGUN MADRASHA,109414
2167,Gazipur,Sreepur,DHANUA BAROCHALA DAKHIL MADRASHA,109416
2168,Gopalganj,Gopalganj Sadar,SUKTAIL UNION HIGH SCHOOL,109433
2169,Gopalganj,Gopalganj Sadar,RUSTUM ALI CHOWDHURY HIGH SCHOOL,109435
2170,Gopalganj,Gopalganj Sadar,GOPINATHPUR HIGH SCHOOL,109442
2171,Gopalganj,Gopalganj Sadar,KARPARA UNION HIGH SCHOOL,109446
2172,Gopalganj,Gopalganj Sadar,UNITED ACADEMY KHALIA,109458
2173,Gopalganj,Gopalganj Sadar,SHEKH MUJIB ADARSHA HIGH SCHOOL,109461
2174,Gopalganj,Gopalganj Sadar,BAJUNIA PANCHA PALLI BANKA BIHARI HIGH SCHOOL,109468
2175,Gopalganj,Gopalganj Sadar,ULPUR MAHILA DAKHIL MADRASAH,109476
2176,Gopalganj,Gopalganj Sadar,GOPALGANJ MAHILA KAMIL MODEL MADRASAH,109478
2177,Gopalganj,Kashiani,BHATIAPARA HIGH SCHOOL,109489
2178,Gopalganj,Kashiani,PARULIA HIGH SCHOOL,109491
2179,Gopalganj,Kashiani,RAMDIA SKSK BIDYAPITH,109497
2180,Gopalganj,Kashiani,JOYNAGAR HIGH SCHOOL,109508
2181,Gopalganj,Kashiani,SYEDUNNESA HIGH SCHOOL,109515
2182,Gopalganj,Kashiani,PERKARFA JALALIA DAKHIL MADRASAH,109531
2183,Gopalganj,Kotalipara,KOTALIPARA SN INSTITUTION,109548
2184,Gopalganj,Kotalipara,GOPALPUR KARIMUNNESA HIGH SCHOOL,109556
2185,Gopalganj,Kotalipara,MANDRA RADHAGANJ UNITED INSTITUTION,109557
2186,Gopalganj,Kotalipara,BISHNUPUR JANAKALYAN HIGH SCHOOL,109579
2187,Gopalganj,Muksudpur,GOHALA TCAL HIGH SCHOOL,109595
2188,Gopalganj,Muksudpur,NANIKHIR HIGH SCHOOL,109600
2189,Gopalganj,Muksudpur,JKMB MALLICK HIGH SCHOOL,109602
2190,Gopalganj,Muksudpur,JASIMONNESSA HIGH SCHOOL,109609
2191,Gopalganj,Muksudpur,MAHARAJPUR HIGH SCHOOL,109614
2192,Gopalganj,Muksudpur,MKBH HIGH SCHOOL,109626
2193,Gopalganj,Muksudpur,GUNOHAR SADAK MALLIK MEMORIAL HIGH SCHOOL,109632
2194,Gopalganj,Muksudpur,LOHAIR DARUL ULUM SR MADRASAH,109638
2195,Gopalganj,Muksudpur,BAHARA MOULVI BAZAR ALIM MAD,109644
2196,Gopalganj,Muksudpur,JHUTIGRAM ISLAMIA DAKHIL MADRASHA,109652
2197,Gopalganj,Tungipara,BASURIA SENERCHAR HIGH SCHOOL,109668
2198,Gopalganj,Tungipara,GIMADANGA NESARIA FAZIL MADRASHA,109676
2199,Gopalganj,Tungipara,GIMADANGA GOZALIA MOHILA FAZIL MADRASHA,109677
2200,JAMALPUR,DEWANGANJ,DEWAN GONJ GIRLS HIGH SCHOOL,109729
2201,JAMALPUR,DEWANGANJ,TARATIA ALHAJ LOTIF FOJITON NESA BALIKA UCCHO BIDD,109752
2202,JAMALPUR,DEWANGANJ,JHAWDANGA KOLAKANDA MODEL HIGH SCHOOL,109760
2203,JAMALPUR,DEWANGANJ,DEWANGANJ KAMIL MADRASAH,109762
2204,JAMALPUR,DEWANGANJ,POLLAKANDI RAHMANIA DAKHIL MADRASAH,109770
2205,JAMALPUR,ISLAMPUR,BENUARCHAR MH HIGH SCHOOL,109780
2206,JAMALPUR,ISLAMPUR,BALIADAHA HIGH SCHOOL,109789
2207,JAMALPUR,ISLAMPUR,KULDANDI SHAMSUNNAR HIGH SCHOOL,109790
2208,JAMALPUR,ISLAMPUR,GOLERCHAR HIGH SCHOOL,109793
2209,JAMALPUR,ISLAMPUR,MALAMGANG HIGH SCHOOL,109797
2210,JAMALPUR,ISLAMPUR,HARGILA HIGH SCHOOL,109801
2211,JAMALPUR,ISLAMPUR,SIRAJABAD HIGH SCHOOL,109804
2212,JAMALPUR,ISLAMPUR,ISLAMPUR HIGH SCHOOL,109805
2213,JAMALPUR,ISLAMPUR,SHAEED BRG KHALED MUSHARAF GIRLS SCHOOL AND COLLEGE,109810
2214,JAMALPUR,ISLAMPUR,DIGRIRCHAR HIGH SCHOOL,109811
2215,JAMALPUR,ISLAMPUR,ULIA AM HIGH SCHOOL,109812
2216,JAMALPUR,ISLAMPUR,BELGHACHA SECONDARY SCHOOL,109814
2217,JAMALPUR,ISLAMPUR,PACHABAHLA JA D MADRASHA,109831
2218,JAMALPUR,ISLAMPUR,CHARDIGHAIR DAKHIL MADRASHA,109832
2219,JAMALPUR,ISLAMPUR,SHASHARIABARI KHANPARA DAKHIL MADRASHA,109833
2220,JAMALPUR,ISLAMPUR,KAZLA SENIOR MADRASHA,109834
2221,JAMALPUR,ISLAMPUR,DAKHSIN CHINADULI DAKHIL MADRASHA,109842
2222,JAMALPUR,JAMALPUR SADAR,SHINGHJANI ML HIGH SCHOOL,109872
2223,JAMALPUR,JAMALPUR SADAR,NANDINA NEKJAHAN GIRLS HIGH SCHOOL,109880
2224,JAMALPUR,JAMALPUR SADAR,DIGPAIT DK HIGH SCHOOL,109882
2225,JAMALPUR,JAMALPUR SADAR,RAMNAGAR HIGH SCHOOL,109885
2226,JAMALPUR,JAMALPUR SADAR,BARUAMARI JAHURA KHATUN HIGH SCHOOL,109897
2227,JAMALPUR,JAMALPUR SADAR,MESTA HIGH SCHOOL,109917
2228,JAMALPUR,JAMALPUR SADAR,SHANKARPUR HIGH SCHOOL,109923
2229,JAMALPUR,JAMALPUR SADAR,DARIPARA RAMKRISNAPUR HIGH SCHOOL,109926
2230,JAMALPUR,JAMALPUR SADAR,ALIM UDDIN HIGH SCHOOL,109940
2231,JAMALPUR,JAMALPUR SADAR,BADECHANDI KI DAKHIL MADRASAH,109970
2232,JAMALPUR,MADARGANJ,BALIJURI F M HIGH SCHOOL,110006
2233,JAMALPUR,MELANDAH,FAZAR UDDIN MIRZA KASHEM HIGH SCHOOL,110083
2234,JAMALPUR,MELANDAH,MELANDAH UMIR UDDIN PILOT HIGH SCHOOL,110091
2235,JAMALPUR,MELANDAH,MAHMUDPUR BAHUMUKHI HIGH SCHOOL,110098
2236,Kishoreganj,Austagram,KADIRPUR SM NATH HIGH SCHOOL,110227
2237,Kishoreganj,Austagram,ADAMPUR DEWAN ALI HIGH SCHOOL,110228
2238,Kishoreganj,Austagram,BANGALPARA HIGH SCHOOL,110229
2239,Kishoreganj,Austagram,AUSTAGRAM GIRLS HIGH SCHOOL,110232
2240,Kishoreganj,Austagram,HAQUE SAHEB HIGH SCHOOL,110234
2241,Kishoreganj,Bajitpur,BEGUMRAHIMA GIRLS HIGHSCHOOL,110240
2242,Kishoreganj,Bajitpur,SHRARCHAR SIBNATH HIGH SCHOOL,110242
2243,Kishoreganj,Bajitpur,NAZIRUL ISLAM COLLEGIATE SCHOOL,110246
2244,Kishoreganj,Bajitpur,HILCHA HIGH SCHOOL AND COLLEGE,110247
2245,Kishoreganj,Bajitpur,HLIMPUR HIGH SCHOOL,110250
2246,Kishoreganj,Bajitpur,DUAIGAON SULTANPUR HIGH SCHOOL,110252
2247,Kishoreganj,Bajitpur,MOFIZUR RAHMAN ROKON HIGH SCHOOL,110253
2248,Kishoreganj,Bajitpur,NILOKHI QU DAKHIL MADRASA,110256
2249,Kishoreganj,Bajitpur,AFTAB UDDIN SCHOOL ANDCOLLEGE,110260
2250,Kishoreganj,Bhairab,KAMALPUR HAZI ZAHIR UDDIN HIGH SCHOOL,110269
2251,Kishoreganj,Bhairab,SADARON TAHOBIL SIMULKANDI UCCHO BIDDALOY,110270
2252,Kishoreganj,Bhairab,ALFAZ UDDIN HIGH SCOOL,110271
2253,Kishoreganj,Hossainpur,PIPLAKANDI GIRLS HIGH SCHOOL,110295
2254,Kishoreganj,Hossainpur,GOBINDAPUR HIGH SCHOOL,110298
2255,Kishoreganj,Hossainpur,CHARKATIHARI MOHORALI JUNIOR HIGH SCHOOL,110306
2256,Kishoreganj,Hossainpur,GOLACHIPA SECONDAY SCHOOL,110309
2257,Kishoreganj,Hossainpur,DR SAMSUDDIN KHAN GIRLS HIGH SCHOOL,110310
2258,Kishoreganj,Hossainpur,AHMADU JUBAEYDA ISLAMIA DAKHIL MADRASAH,110318
2259,Kishoreganj,Hossainpur,HOSSAINPUR UPAZILA SADAR DAKHIL MADRASAH,110322
2260,Kishoreganj,Itna,JOYSIDDI HIGH SCHOOL,110330
2261,Kishoreganj,Itna,DHANPUR HIGH SCHOOL,110331
2262,Kishoreganj,Itna,RAITUTI HIGH SCHOOL,110332
2263,Kishoreganj,Itna,CHOWGANGA SHOHID SMRITI HIGH SCHOOL,110334
2264,Kishoreganj,Karimganj,URDIGHI HIGH SCHOOL,110353
2265,Kishoreganj,Karimganj,KARIMGANJ PILAT GIRLS SCHOOL,110355
2266,Kishoreganj,Karimganj,GUZADIA AH SECONDARY SCHOOL,110359
2267,Kishoreganj,Katiadi,FEKAMARA FAZIL DEGEEMADRASHA,110414
2268,Kishoreganj,Katiadi,SHASRAM SAIMUNNESA FAZIL MADRASAH,110418
2269,Kishoreganj,Katiadi,BAIRKADI BALIKA DHAKIL MADRASHA,110432
2270,Kishoreganj,Kishoreganj Sadar,KISHOREGANJ TEXTILE MILLS ADARSA HIGH SCHOOL,110439
2271,Kishoreganj,Kishoreganj Sadar,KISHOREGANJ IDEAL HIGH SCHOOL,110440
2272,Kishoreganj,Kishoreganj Sadar,KISHORGONJ GIRLS HIGH SCHOOL,110442
2273,Kishoreganj,Kishoreganj Sadar,ZILLA SMARONI BALIKA UCCHO BIDDALOY,110443
2274,Kishoreganj,Kishoreganj Sadar,HASMOT UDDIN HIGH SCHOOL,110444
2275,Kishoreganj,Kishoreganj Sadar,AZIM UDDIN HIGH SCHOOLKISHOREGANJ,110446
2276,Kishoreganj,Kishoreganj Sadar,HAZI MOMTAZ UDDIN HIGH SCHOOL,110448
2277,Kishoreganj,Kishoreganj Sadar,LATIFPUR HIGH SCHOOL,110449
2278,Kishoreganj,Kishoreganj Sadar,PATDHA HIGH SCHOOL,110450
2279,Kishoreganj,Kishoreganj Sadar,ARZAT ATORJAN HIGH SCHOOL,110451
2280,Kishoreganj,Kishoreganj Sadar,SAYED HABIBUL HAQUE HIGH SCHOOL,110453
2281,Kishoreganj,Kishoreganj Sadar,KATABARIA ABDUR RAHIM KHAN HIGH SCHOOL,110454
2282,Kishoreganj,Kishoreganj Sadar,BINNATI A MAJID MOLLA HIGH SCHOOL,110455
2283,Kishoreganj,Kishoreganj Sadar,AMIRUDDIN UCHCHA BIDYALOY,110457
2284,Kishoreganj,Kishoreganj Sadar,ALHAJ WAZEDUL ISLAM KHAN HIGH SCHOOL,110459
2285,Kishoreganj,Kishoreganj Sadar,KISHOREGONJ MODEL GIRLS HIGH SCHOOL,110461
2286,Kishoreganj,Kishoreganj Sadar,MAHINANDA HIGH SCHOOL,110463
2287,Kishoreganj,Kishoreganj Sadar,PADTHA D H DAKIL MADRASA,110469
2288,Kishoreganj,Kishoreganj Sadar,BILBARULLA ADARSHA DAKHIL MADRASAH,110475
2289,Kishoreganj,Kishoreganj Sadar,HAIBAT NAGAR A U ALIA KAMIL MADRA SADATAH,110476
2290,Kishoreganj,Kishoreganj Sadar,MATHIA E U FAZIL MADRASAH,110477
2291,Kishoreganj,Kishoreganj Sadar,KALAIHATI ISLAMI MISSION D U R DAKHIL MADRASAH,110481
2292,Kishoreganj,Kishoreganj Sadar,LATIBABAD ATIKIA SUBHANIA DAKHIL MADRASAH,110483
2293,Kishoreganj,Kishoreganj Sadar,KHURSHED UDDIN BHUIYAN ISLAMIA DAKHIL MADRASAH,110487
2294,Kishoreganj,Kishoreganj Sadar,SULTANPUR NURUL ULUM DAKHIL MADRASAH,110489
2295,Kishoreganj,Kishoreganj Sadar,PATDHA RASULPUR ASRAFIA DAKHIL MADRASAH,110491
2296,Kishoreganj,Kuliar Char,LAXMIPUR DI MUHI OSSO,110505
2297,Kishoreganj,Kuliar Char,CHHOYSUTI UNION HIGH SCHOOL,110506
2298,Kishoreganj,Mithamain,GHAGRA ABDUL GONI HIGH SCHOOL,110513
2299,Kishoreganj,Mithamain,GOPEDIGHI JN HIGH SCHOOL,110516
2300,Kishoreganj,Mithamain,HAJI TAYEB UDDIN HIGH SCHOOL,110517
2301,Kishoreganj,Mithamain,KATKHAL HIGH SCHOOL,110518
2302,Kishoreganj,Mithamain,KANCHANPUR HAOR HIGH SCHOOL,110519
2303,Kishoreganj,Mithamain,DHAKI FULBARIA SECONDARY SCHOOL,110520
2304,Kishoreganj,Mithamain,CHARIGRAM HIGH SCHOOL,110521
2305,Kishoreganj,Mithamain,BAHERCHAR DAKHIL MADRASAH,110524
2306,Kishoreganj,Mithamain,GOPEDIGHI ISLAMIA DAKHIL MADRASAH,110526
2307,Kishoreganj,Nikli,RASULPUR HANIF BHUYIEN HIGH SCHOOL,110529
2308,Kishoreganj,Nikli,SHAHID SMARANIKA GIRLS HIGH SCHOOL,110531
2309,Kishoreganj,Nikli,SHAHID SMRITY HIGH SCHOOL,110532
2310,Kishoreganj,Nikli,DAMPARA KARAR MAHTAB UDDIN HIGH SCHOOL,110533
2311,Kishoreganj,Nikli,JARAITALA SCHOOL AND COLLEGE,110534
2312,Kishoreganj,Nikli,ALIA PARA BARKANDA NURJAHAN HOSSAIN HIGH SCHOOL,110535
2313,Kishoreganj,Nikli,CHHATIRCHAR HIGH SCHOOL,110537
2314,Kishoreganj,Nikli,TENGURIA HAZI AHAMAD ALI DAKHIL MADRASHA,110540
2315,Kishoreganj,Nikli,NANSRI SINGARPAR ADARSHA DAKHIL MADRASHA,110543
2316,Kishoreganj,Pakundia,PAKUNDIA GIRLS HIGH SCHOOL,110547
2317,Kishoreganj,Pakundia,MOTHKHOLA ML HIGH SCHOOL,110553
2318,Kishoreganj,Pakundia,SHAHEED ALAUDDIN HIGH SCHOOL,110561
2319,Kishoreganj,Pakundia,NARANDI ADARSHA GIRLS HIGH SCHOOL,110573
2320,Kishoreganj,Pakundia,TARAKANDI FAZIL MADRASHA,110586
2321,Kishoreganj,Tarail,HAZI GOLAM HOSSAIN GIRLS HIGH SCHOOL,110626
2322,Kishoreganj,Tarail,DIGDAIR UNION MODEL HIGH SCHOOL,110630
2323,Kishoreganj,Tarail,DHALA BAHUMUKHI ALIM MADRASAH,110635
2324,Madaripur,Kalkini,KALIGONJ HIGH SCHOOL,110638
2325,Madaripur,Kalkini,KALKINI SYED ABUL HOSSAIN ACADEMY,110641
2326,Madaripur,Kalkini,SANMANDI HIGH SCHOOL,110645
2327,Madaripur,Kalkini,KALKINI PILOT GIRLS HIGH SCHOOL,110647
2328,Madaripur,Kalkini,NABAGRAM HIGH SCHOOL,110649
2329,Madaripur,Kalkini,KALINAGAR FASIATALA HIGH SCHOOL,110652
2330,Madaripur,Kalkini,KAYARIA EIDGAH SECONDARY SCHOOL,110665
2331,Madaripur,Kalkini,KORKIRCHAR HIGH SCHOOL,110670
2332,Madaripur,Kalkini,CHAR DAULOT KHAN GIRLS HIGH SCHOOL,110673
2333,Madaripur,Kalkini,KHATIAL HIGH SCHOOL,110682
2334,Madaripur,Kalkini,ANDERCHAR M I SENIOR MADRASHA,110689
2335,Madaripur,Kalkini,DHAJI HAMIDIA SENIOR MADRASHA,110690
2336,Madaripur,Kalkini,SIKARMONGAL RASHIDIA ALIM MADRASHA,110692
2337,Madaripur,Kalkini,MOLLARHAT DRUSSUNNT FAZIL MADRASHA,110701
2338,Madaripur,Madaripur Sadar,KDDA HIGH SCHOOL,110722
2339,Madaripur,Madaripur Sadar,ALHAZ AMINUDDIN HIGH SCHOOL,110726
2340,Madaripur,Madaripur Sadar,CHARMUGURIA MARCHENTS HIGH SCHOOL,110731
2341,Madaripur,Madaripur Sadar,CHARGOBINDOPUR HIGH SCHOOL,110738
2342,Madaripur,Madaripur Sadar,KHOASPUR TAKER HAT HIGH SCHOOL,110743
2343,Madaripur,Madaripur Sadar,KULPADDI HIGH SCHOOL,110745
2344,Madaripur,Madaripur Sadar,ITKHOLA BAJITPUR SSHHIGH SCHOOL,110749
2345,Madaripur,Madaripur Sadar,MADARIPUR AHMADIA ALIA MADRASAHA,110775
2346,Madaripur,Madaripur Sadar,PURBO HOSNABAD HATEMIA DAKHILMADRASAH,110778
2347,Madaripur,Madaripur Sadar,UTTER CHARGOBINDOPUR MCDMADRASHA,110783
2348,Madaripur,Shib Char,SHIBCHAR NANDOKUMAR MODEL INSTITUTION,110830
2349,Madaripur,Shib Char,VADRASON GCACADEMY,110831
2350,Madaripur,Shib Char,PANCHAR HIGH SCHOOL,110832
2351,Madaripur,Shib Char,DATTAPARA T N ACADEMY,110834
2352,Madaripur,Shib Char,MUNSHI KADIRPUR HIGH SCHOOL,110835
2353,Madaripur,Shib Char,KATHALBARI HIGH SCHOOL,110838
2354,Madaripur,Shib Char,SHIRUAIL HIGH SCHOOL,110843
2355,Madaripur,Shib Char,BAZITPUR HAZERA KHATUN HIGH SCHOOL,110846
2356,Madaripur,Shib Char,SALEH ADORSHA HIGH SCHOOL,110855
2357,Madaripur,Shib Char,PANCHAR GIRLS HIGH SCHOOL,110856
2358,Madaripur,Shib Char,SURJANAJUR MAHFUZA NISAT GIRLS HIGH SCHOOL,110861
2359,Manikganj,Daulatpur,DAULATPUR PILOT GIRLS HIGH SCHOOL,110884
2360,Manikganj,Daulatpur,KALIA PUBLIC HIGH SCHOOL,110888
2361,Manikganj,Daulatpur,BAGHUTIA KS HIGH SCHOOL,110889
2362,Manikganj,Daulatpur,CHARKATARY SABUJ SENA HIGH SCHOOL,110890
2363,Manikganj,Daulatpur,AMTALI FS HIGH SCHOOL,110896
2364,Manikganj,Daulatpur,BAGHUTIA OMOR ALI HIGH SCHOOL,110897
2365,Manikganj,Daulatpur,ULAIL MODEL HIGH SCHOOL,110899
2366,Manikganj,Daulatpur,GHARIALA UMMEKULSUM DAKHIL MADRASAH,110903
2367,Manikganj,Daulatpur,CHAR KALIKAPUR SUKURIA DAKHIL MADRASAH,110904
2368,Manikganj,Ghior,KALTA AVOYA CHARAN HIGH SCHOOL,110910
2369,Manikganj,Ghior,KARJANA ABNN HIGH SCHOOL,110920
2370,Manikganj,Harirampur,IBRAHIMPUR ISWAR CHANDRA HIGH SCHOOL,110933
2371,Manikganj,Harirampur,JHITKA ANANDA MOHAN HIGH SCHOOL,110934
2372,Manikganj,Harirampur,BOALI HIGH SCHOOL,110935
2373,Manikganj,Harirampur,DIABARI HIGH SCHOOL,110936
2374,Manikganj,Harirampur,RAMKRISHNAPUR MOHAMMAD ABDUL JALIL HIGH SCHOOL,110937
2375,Manikganj,Harirampur,DAKSHIN CHANDPUR HIGH SCHOOL,110939
2376,Manikganj,Harirampur,JATRAPUR ADARSHA HIGH SCHOOL,110940
2377,Manikganj,Harirampur,BALORA MONNO ADARSHA UCHCHA BIDYANIKETAN,110941
2378,Manikganj,Harirampur,KABI JAHANARA ARZOO HIGH SCHOOL,110942
2379,Manikganj,Harirampur,FIROZA ADARSHA UCCHA BIDYALAYA,110943
2380,Manikganj,Harirampur,MA RAZZAK ADARSHA HIGH SCHOOL,110944
2381,Manikganj,Harirampur,JHITKA GAUSUL AZAM AKJR DAKHIL MADRASHA,110945
2382,Manikganj,Manikganj Sadar,KHAN BAHADUR AWLAD HOSSAIN KHAN HIGH SCHOOL,110953
2383,Manikganj,Manikganj Sadar,ATIGRAM AKUL CHANDRA HIGH SCHOOL,110960
2384,Manikganj,Manikganj Sadar,LEMUBARI BINODA SUNDARI HIGH SCHOOL,110961
2385,Manikganj,Manikganj Sadar,NABAGRAM UNION HIGH SCHOOL,110964
2386,Manikganj,Manikganj Sadar,MOTTO HIGH SCHOOL,110970
2387,Manikganj,Manikganj Sadar,AFROZA RAMZAN GIRLS SCHOOL COLLEGE,110976
2388,Manikganj,Manikganj Sadar,KUSHER CHER ISMAIL HOSSAIN HIGH SCHOOL,110977
2389,Manikganj,Manikganj Sadar,JOYRA HIGH SCHOOL,110982
2390,Manikganj,Manikganj Sadar,HAZI JAHIRUDDIN DARUSSALAM DAKHIL MADRASHA,110990
2391,Manikganj,Manikganj Sadar,DOAT ALI ALIM MADRASAH,110992
2392,Manikganj,Saturia,BALIATI I C HIGH SCHOOL,111004
2393,Manikganj,Saturia,DHULLA BHUBAN MOHAN HIGH SCHOOL,111007
2394,Manikganj,Saturia,DARAGRAM HIGH SCHOOL,111009
2395,Manikganj,Saturia,HARGOJ SHAHID SMRITI HIGH SCHOOL,111012
2396,Manikganj,Saturia,JANNA ADARSHA HIGH SCHOOL,111013
2397,Manikganj,Saturia,SATURIA PILOT GIRLS HIGH SCHOOL,111014
2398,Manikganj,Saturia,FUKURHATI KANDAPARA MOJIBAR RAHMAN HIGH SCHOOL,111018
2399,Manikganj,Saturia,COLONEL MALEQUE JUNIOR SCHOOL,111020
2400,Manikganj,Shibalaya,OXFORD ACADEMY,111029
2401,Manikganj,Shibalaya,RAWAN IBNE RAMZAN SCHOOL AND COLLEGE,111030
2402,Manikganj,Shibalaya,BARANGAIL GOPAL CHANDRA HIGH SCHOOL,111034
2403,Manikganj,Shibalaya,UPAZILA KENDRIA ABDUL GANI SARKER HIGH SCHOOL,111036
2404,Manikganj,Shibalaya,JAFORGONJ HIGH SCHOOL,111037
2405,Manikganj,Shibalaya,SHAKRAIL HIGH SCHOOL,111038
2406,Manikganj,Shibalaya,NAYABARI HIGH SCHOOL,111039
2407,Manikganj,Shibalaya,UTHALI PILOT GIRLS HIGH SCHOOL,111040
2408,Manikganj,Shibalaya,RUPSHA WAHED ALI HIGH SCHOOL,111041
2409,Manikganj,Shibalaya,ARICHA BELAYET HOSSAIN HIGH SCHOOL,111042
2410,Manikganj,Shibalaya,JAMUNADAD HIGH SCHOOL,111044
2411,Manikganj,Shibalaya,ABDUL JALIL ACADEMY,111046
2412,Manikganj,Shibalaya,BARADIA HIGH SCHOOL,111047
2413,Manikganj,Shibalaya,BAJPARA HIGH SCHOOL,111048
2414,Manikganj,Shibalaya,FECHUADHARA SHA JAHARIA DAKHIL MADRASHA,111050
2415,Manikganj,Singair,TALEBPUR ADARSHAH HIGH SCHOOL,111055
2416,Manikganj,Singair,MAJIR UDDIN HIGH SCHOOL,111056
2417,Manikganj,Singair,DAKSHIN JAMSHA HIGH SCHOOL,111057
2418,Manikganj,Singair,SINGAIR PIOLT GIRLS HIGH SCHOOL,111058
2419,Manikganj,Singair,DHALLA UNION COUNCIL HIGH SCHOOL,111067
2420,Manikganj,Singair,KABI NAZRUL HIGH SCHOOL,111069
2421,Manikganj,Singair,SHANTIPUR ADARSHAH HIGH SCHOOL,111070
2422,Manikganj,Singair,ISLAMPUR NABADIGANTA HIGH SCHOOL,111073
2423,Manikganj,Singair,KALIAKAIR ISLAMIA DHAKIL MADRASHA,111083
2424,Munshiganj,Gazaria,BAGHAIAKANDI KALIMULLAH HIGH SCHOOL,111086
2425,Munshiganj,Gazaria,BHABERCHAR GIRLS HIGH SCHOOL,111096
2426,Munshiganj,Gazaria,TENGARCHAR RAZIA QUADER ADARSHA HIGH SCHOOL,111099
2427,Munshiganj,Gazaria,HOSSAINDI DAKHIL MADRASHA,111103
2428,Munshiganj,Lohajang,KAZIRPAGLA AT INSTITUTIONS,111109
2429,Munshiganj,Lohajang,MEDINIMONDAL ANWER CHOWDHURY HIGH SCHOOL,111111
2430,Munshiganj,Lohajang,LOHOJONG PILOT HIGH SCHOOL,111113
2431,Munshiganj,Lohajang,KALMA LAKSHMIKANTA HIGH SCHOOL AND COLLEGE,111115
2432,Munshiganj,Lohajang,JASHALDIA HIGH SCHOOL,111117
2433,Munshiganj,Lohajang,MASHADGOAN ALK SENIOR MADRASHA,111122
2434,Munshiganj,Lohajang,JANGALIA ISLAMIA DAKHIL MADRASHA,111123
2435,Munshiganj,Lohajang,RASULPUR ISLAMIA DAKHIL MADRASHA,111124
2436,Munshiganj,Lohajang,POYSHA KARAMATIA ALIM MADRASHA,111125
2437,Munshiganj,Lohajang,MOUCHA AMANA HAKIM DAKHIL MADRASHA,111126
