id,eiin,strengthening_reading_habits_scheme_available,trained_organizer_available,books_registered,materials_received,book_shelf_available,chairs_and_tables_for_reading,book_supply_register_available,sixth_grade_members_count,seventh_grade_members_count,eighth_grade_members_count,ninth_grade_members_count,tenth_grade_members_count,honorarium_provided,visited_by_assistant_managers,member_register,book_issued,sixth_grade_books_issued_count,sixth_grade_books_received,seventh_grade_books_issued_count,seventh_grade_books_received,eighth_grade_books_issued_count,eighth_grade_books_received,ninth_grade_books_issued_count,ninth_grade_books_received,tenth_grade_books_issued_count,tenth_grade_books_received,manual_distributed,distribution_info_sent,visited,visited_by_monitoring_officer,visited_by_scheme_officer,visited_by_maushi,visited_by_others,books_received_on,sixth_grade_books_provided,seventh_grade_books_provided,eighth_grade_books_provided,ninth_grade_books_provided,tenth_grade_books_provided
28512,110366,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28513,110367,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28514,132676,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28515,101701,true,false,true,true,true,true,true,18,10,17,18,14,false,true,true,true,36,36,30,30,32,32,38,38,20,20,true,true,true,true,false,false,false,15-05-2023,40,34,34,43,21
28516,102775,true,true,true,true,true,true,true,18,18,17,18,14,false,true,true,true,15,12,18,15,14,14,15,15,13,12,true,true,true,true,,,,11-12-2022,18,20,18,17,16
28517,101568,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28518,113077,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28519,122802,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28520,554994007,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28521,a10ae08e-30a0-4590-bd67-8db8e237919d,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28522,112022,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28523,112981,true,true,true,true,true,false,true,39,36,30,25,30,false,true,true,true,30,30,32,32,30,30,29,25,25,25,true,true,true,true,,,,16-01-2024,36,38,33,35,32
28524,101679,true,false,true,true,true,true,true,15,16,18,17,15,false,true,true,true,15,15,17,15,18,18,20,19,10,10,false,true,false,false,false,false,false,23-11-2023,12,17,16,12,12
28525,109273,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28526,134448,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28527,609127026,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28528,116925,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28529,306768031,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28530,116881,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28531,119341,true,true,true,true,true,true,true,75,72,70,60,61,true,true,true,true,36,36,43,43,35,35,40,40,33,33,true,true,true,true,,,,23-03-2023,38,48,40,36,25
28532,112394,true,true,true,true,true,true,true,45,50,53,48,40,false,true,true,true,55,55,54,52,58,56,45,40,42,42,true,true,true,true,false,false,false,12-12-2023,60,60,60,60,60
28533,116912,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28534,116908,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28535,119948,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28536,118188,true,true,true,true,true,true,true,25,22,28,20,21,false,true,true,false,,,,,,,,,,,true,true,true,true,,,,10-12-2023,53,53,42,48,55
28537,ee217811-ec4f-4773-95b3-fd29fe83738c,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28538,555233015,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28539,110350,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28540,457247031,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28541,123082,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28542,129179,true,true,true,true,true,true,true,20,21,18,17,16,false,false,true,true,35,32,32,27,25,21,25,24,18,16,true,false,true,,,,true,23-03-2023,45,42,35,30,25
28543,118774,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28544,559451020,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28545,559451014,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28546,125361,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28547,108617,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28548,108605,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28549,201940009,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28550,204670010,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28551,204670008,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28552,0d2c1bef-a203-4098-beec-4357b9e3064d,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28553,126208,true,true,true,true,true,true,true,60,62,60,60,52,false,true,true,true,60,60,62,62,60,60,60,60,52,52,true,true,true,true,,,,26-12-2023,72,76,72,72,0
28554,117025,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28555,797d596a-e8ce-4a27-b826-6458a38c776f,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28556,554979019,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28557,128166,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28558,108105,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28559,120280,true,false,true,false,true,true,true,41,40,42,35,40,false,true,true,true,49,47,45,44,50,50,41,39,44,44,true,true,true,true,,,,01-01-2014,200,200,200,180,180
28560,134800,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28561,122663,true,true,true,true,true,true,true,33,35,40,28,25,false,true,true,true,30,30,20,20,31,31,15,15,18,18,true,true,true,true,,,,24-01-2024,33,35,40,28,25
28562,112031,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28563,101197,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28564,125350,true,true,true,true,true,true,true,54,54,52,54,46,false,true,true,true,30,30,42,42,40,40,45,45,40,40,true,true,false,false,false,false,false,16-01-2024,54,54,50,51,45
28565,106822,true,true,true,true,true,true,true,35,138,170,172,189,false,true,true,true,68,58,73,62,68,42,74,53,71,54,true,true,true,true,,true,,14-01-2024,90,95,85,90,80
28566,ba5054ef-f29a-48a0-99fb-af53ffd83a17,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28567,122788,true,true,true,true,true,true,true,45,43,40,45,40,true,true,true,true,45,32,43,30,40,28,45,40,40,31,true,true,true,true,,,,21-01-2024,51,51,51,51,51
28568,112067,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28569,456181114,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28570,302638065,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28571,108104,true,true,true,true,true,true,true,30,35,30,25,25,false,true,true,true,25,20,25,15,30,20,22,15,15,15,true,true,true,true,false,,,20-02-2024,40,35,30,45,35
28572,609131083,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28573,115692,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28574,119352,true,true,true,true,true,true,true,77,33,42,55,10,false,false,true,true,72,64,33,25,48,35,55,50,10,8,true,true,false,,,,,17-12-2023,72,76,68,72,64
28575,122272,true,true,true,true,true,true,true,40,40,40,31,21,false,true,true,true,91,91,82,82,80,80,62,62,44,44,true,true,true,,true,,,21-01-2024,60,52,44,56,43
28576,306860034,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28577,ec1bcaab-96df-481c-82ce-e7b2996f833e,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28578,130656,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28579,119383,true,true,true,true,true,true,true,16,16,16,16,16,false,false,false,true,16,16,16,16,16,16,16,16,16,16,true,false,false,,,,,17-12-2023,16,16,16,,16
28580,207585023,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28581,559451023,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28582,405039047,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28583,118205,true,true,true,true,true,true,true,48,52,42,38,40,false,true,true,false,,,,,,,,,,,true,true,true,true,,,,10-12-2023,70,65,70,55,65
28584,105642,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28585,118202,true,true,true,true,true,true,true,40,35,50,40,45,false,true,true,true,30,30,40,40,35,35,35,35,30,30,true,true,true,true,,,,10-12-2023,40,40,50,60,60
28586,125992,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28587,112023,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28588,118218,true,true,true,true,true,true,true,57,47,42,40,30,true,true,true,false,,,,,,,,,,,true,true,true,true,,,true,10-12-2023,75,70,65,60,60
28589,104311,true,true,true,true,true,true,true,71,77,57,56,68,true,true,true,true,68,68,76,76,68,68,72,72,60,60,true,true,true,true,true,false,false,04-12-2023,68,76,68,72,60
28590,116220,true,true,true,true,true,true,true,48,48,42,43,42,false,false,true,true,15,15,12,12,14,14,8,8,7,7,true,true,true,true,false,false,false,23-12-2023,54,54,51,51,45
28591,104361,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28592,953f9f18-88ac-4ad3-bcc4-a08eedf2b73f,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28593,118406,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28594,126257,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28595,129562,true,false,true,true,true,true,true,60,55,40,35,30,false,false,true,true,55,55,40,40,30,30,24,24,20,20,true,false,false,,,,,01-01-2000,450,350,400,450,350
28596,132784,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28597,112066,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28598,2db2e638-cfed-42e0-9eb7-a9ce1bdf2b49,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28599,122826,true,true,true,true,true,true,true,0,0,0,0,0,false,true,true,false,,,,,,,,,,,true,true,true,true,,,,05-05-2025,0,0,0,0,0
28600,129099,true,false,true,true,true,true,true,15,15,13,14,15,false,false,true,true,35,25,40,30,40,30,30,20,35,20,true,true,false,,,,,15-03-2024,54,54,50,54,46
28601,306876084,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28602,131241,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28603,404730001,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28604,116595,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28605,263e08ea-1d1b-4583-8668-a65983b47f1d,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28606,138218,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28607,128956,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28608,138202,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28609,122785,true,true,true,true,true,true,true,54,54,51,54,42,true,true,true,true,47,40,49,42,51,45,52,44,36,31,true,true,true,true,false,false,false,21-01-2024,54,57,51,54,48
28610,104000,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28611,103678,true,true,true,true,true,true,true,54,54,51,54,45,false,true,true,true,76,76,75,75,70,70,70,69,50,50,true,true,true,true,false,false,false,03-01-2024,80,80,72,76,64
28612,129536,true,false,false,false,false,false,false,0,0,0,0,0,false,true,false,true,10,0,7,0,5,0,5,0,0,0,true,true,true,true,,,,22-08-2025,0,0,0,0,0
28613,103600,true,true,true,true,true,true,true,72,44,48,51,48,true,true,true,true,220,220,245,245,250,250,240,240,245,245,true,true,true,true,,,,20-01-2024,77,79,48,77,69
28614,139910,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28615,110249,true,false,false,true,true,true,true,30,30,35,20,20,false,true,true,true,30,30,35,35,20,20,20,20,10,10,false,false,false,false,false,false,false,16-06-2024,30,35,20,20,10
28616,304811090,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28617,128744,true,true,true,true,true,false,true,36,36,34,25,20,true,true,true,true,36,20,36,15,28,14,36,20,25,15,true,true,true,true,,,,05-06-2023,36,38,28,36,32
28618,103958,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28619,304854012,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28620,133189,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28621,128715,true,true,true,true,true,false,true,15,17,19,14,15,false,true,true,true,39,16,60,15,74,15,33,17,21,15,true,true,true,true,,,,02-01-2024,18,19,17,18,16
28622,129202,true,false,true,true,false,false,true,45,42,41,35,32,false,false,false,true,45,42,42,40,41,38,35,32,32,30,true,false,true,true,,,,23-03-2023,40,40,35,32,30
28623,116561,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28624,116618,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28625,133739,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28626,138275,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28627,404730010,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28628,0688dcad-5cd9-4187-b906-3fb0f4e8670d,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28629,119350,true,true,true,true,true,true,true,28,28,34,35,0,false,false,true,true,28,28,28,28,34,34,35,35,0,0,false,false,false,,,,,17-12-2023,28,28,34,34,0
28630,104016,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28631,137049,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28632,104011,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28633,128704,true,true,true,true,true,true,true,30,30,20,20,25,false,true,true,true,30,30,30,30,20,20,20,20,25,25,true,true,true,true,,,,06-03-2024,50,60,46,35,36
28634,126315,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28635,130165,true,true,false,false,false,true,true,25,14,35,30,97,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,24-01-2024,24,40,70,70,0
28636,130325,true,true,true,true,true,true,true,24,26,30,30,24,true,true,true,true,23,23,22,22,25,25,24,24,21,21,true,true,true,,true,,,15-02-2024,23,22,25,24,21
28637,609131040,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28638,125348,true,true,true,true,false,false,true,35,36,34,27,29,false,false,true,true,30,28,28,25,30,27,26,24,27,25,false,false,false,,,,,05-02-2024,60,54,56,38,28
28639,207585038,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28640,129871,true,true,true,true,true,true,true,45,45,45,45,45,true,false,true,true,45,45,40,40,35,35,30,30,25,25,true,true,false,true,false,false,false,01-03-2024,52,51,51,50,44
28641,107627,true,true,true,true,true,true,true,40,38,40,30,10,false,false,true,true,40,40,30,30,20,20,25,25,6,6,true,true,true,,true,,,22-08-2023,113,113,80,80,70
28642,456194083,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28643,138792,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28644,107755,true,false,true,true,true,true,true,38,57,32,33,18,false,false,true,true,17,5,17,4,17,3,17,6,17,5,true,false,false,false,false,false,false,16-01-2024,17,17,17,17,17
28645,118747,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28646,138285,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28647,116763,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28648,207585015,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28649,132295,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28650,119395,true,false,true,true,false,false,true,30,32,32,30,28,false,false,true,true,14,12,15,11,14,13,15,15,15,10,true,false,false,,,,,17-12-2023,18,18,17,16,14
28651,117024,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28652,108929,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28653,100951,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28654,108262,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28655,101193,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28656,128699,true,true,true,true,true,true,true,40,40,30,30,20,false,false,true,true,40,40,40,40,30,30,30,30,20,20,true,true,false,,,,,25-03-2024,54,54,51,54,42
28657,609131053,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28658,118766,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28659,f8cab222-9092-416e-ae14-95a0890f422c,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28660,405039022,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28661,119333,true,true,true,true,true,true,true,20,20,20,20,20,false,false,true,true,30,30,25,25,25,25,25,15,30,15,true,true,true,true,,,,17-12-2023,36,38,34,36,32
28662,306704146,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28663,131940,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28664,111617,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28665,130330,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28666,107662,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28667,116081,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28668,457283094,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28669,7d3dba9c-1050-4ab7-87d4-7caf6ddb051a,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670,128707,true,true,true,true,true,true,true,27,30,20,22,18,false,false,true,true,25,23,27,24,15,15,20,17,15,14,true,true,true,true,,,,05-04-2023,55,55,40,35,32
28671,100428027,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28672,609162223,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28673,105942,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28674,3c9984ac-8e72-4157-8d0f-bf78c3758c53,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28675,201204015,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28676,100428030,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28677,117023,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28678,134621,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28679,306704098,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28680,afbb7fe5-021d-4a9d-8054-d110757a83f6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28681,119368,true,false,true,true,true,true,true,33,42,37,29,16,false,false,true,true,33,33,42,42,37,37,29,29,16,16,true,true,false,,,,,17-12-2023,38,40,36,42,32
28682,100428031,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28683,111307,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28684,100428002,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685,128742,true,true,true,true,true,false,true,44,26,30,27,14,true,true,true,true,17,10,14,8,14,7,13,9,11,7,true,true,true,true,false,,,31-07-2023,18,15,17,19,14
28686,100428025,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687,105913,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28688,109682,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28689,176e464c-3c62-4e10-8b54-c3be0eb4e1ed,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28690,124762,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28691,118763,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28692,100241,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28693,128689,true,true,true,true,true,true,true,40,40,40,40,40,true,true,true,true,40,14,36,21,32,19,28,26,21,17,true,true,true,true,,,,21-01-2024,54,57,51,54,48
28694,25fca9a2-e047-4bbf-af96-e98a4766b44a,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28695,139394,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28696,119597,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28697,117221,true,true,true,true,true,false,true,22,20,21,15,16,false,false,true,true,20,5,23,2,19,6,18,12,20,5,true,false,false,,,,,18-02-2024,25,25,25,30,25
28698,137737,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28699,119600,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28700,116092,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28701,201972034,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28702,124791,true,true,true,true,true,true,true,75,50,45,50,50,true,true,true,true,75,50,50,70,45,40,50,40,50,40,true,true,true,true,,,,01-02-2023,75,50,45,50,50
28703,207585003,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28704,103650,false,true,true,true,true,true,true,13,23,10,20,10,true,true,true,,,,,,,,,,,,,,,,,,,01-01-2024,35,30,30,35,30
28705,128695,true,true,true,true,true,true,true,47,35,40,54,40,false,true,true,true,25,10,20,18,28,15,30,15,28,10,false,true,true,true,,,,01-08-2023,54,54,51,54,42
28706,f3b481ad-f79a-4181-bcae-8434acceed58,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28707,201345013,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28708,303330257,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
28709,8305c096-57f9-4301-a2ef-a93e82c1fde0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28710,132797,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28711,61400a8e-4425-42e2-bae2-43fe5677c28d,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28712,53a77d70-0d50-4ca8-a18b-cadddbbeb847,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
